SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Add-ons,tenureBins,InternetServices,gender_Female,gender_Male,PaymentMethod_Bank_transfer_(automatic),PaymentMethod_Credit_card_(automatic),PaymentMethod_Electronic_check,PaymentMethod_Mailed_check
1,1,0,1,0,0,1,0.8258706467661691,0.31715756263817246,4,1,2,1,0,0,0,1,0
0,0,0,1,0,1,1,0.6139303482587065,0.3091435611643331,2,1,2,1,0,1,0,0,0
0,0,0,1,0,0,1,0.7646766169154228,0.09961081429624173,3,0,2,0,1,0,1,0,0
0,0,0,1,1,2,1,0.07810945273631842,0.20260109616801772,0,2,0,1,0,0,0,0,1
0,0,0,1,1,0,1,0.6805970149253732,0.2543236459100958,2,1,2,0,1,0,1,0,0
0,1,1,1,1,1,0,0.06069651741293533,0.06200488209285189,0,0,0,0,1,0,0,0,1
0,1,1,1,1,0,0,0.6134328358208956,0.38299097273397203,5,1,1,1,0,0,1,0,0
0,0,0,1,0,1,0,0.023880597014925342,0.11778624723655123,0,2,0,1,0,0,0,0,1
0,0,1,1,1,0,1,0.05820895522388059,0.050571112748710394,0,0,0,0,1,0,1,0,0
0,1,1,1,0,1,1,0.518905472636816,0.2293892778187178,0,1,2,1,0,1,0,0,0
0,0,0,1,0,0,0,0.019402985074626844,0.0023259027266028004,0,0,0,0,1,0,0,0,1
1,0,0,1,0,0,1,0.7766169154228855,0.16428127302873988,4,0,2,1,0,0,0,0,1
0,0,0,1,0,0,1,0.3203980099502488,0.0058089996315401635,1,0,1,1,0,0,0,0,1
0,1,0,1,1,1,0,0.3980099502487562,0.45777680545320565,2,2,1,1,0,1,0,0,0
0,1,1,1,1,0,1,0.7601990049751244,0.4173153095062639,3,1,2,0,1,0,0,1,0
0,1,0,1,1,0,1,0.6825870646766168,0.1801308032424466,1,0,2,1,0,0,0,1,0
0,0,0,1,0,0,0,0.2557213930348259,0.005060565585851143,0,0,1,1,0,0,1,0,0
0,0,0,1,0,0,0,0.30646766169154227,0.005647798452468681,1,0,1,0,1,0,0,0,1
0,0,0,1,1,2,0,0.7935323383084577,0.7160153371407517,4,2,2,1,0,0,1,0,0
0,0,0,1,1,1,1,0.5044776119402985,0.2347434598378777,3,1,1,1,0,0,1,0,0
0,1,1,1,0,1,1,0.43034825870646765,0.12521301584377306,3,0,1,1,0,0,0,0,1
1,0,0,1,1,0,1,0.6696517412935323,0.021583686440677968,1,0,2,1,0,0,0,1,0
0,1,0,1,1,0,1,0.8522388059701492,0.2595569270449521,4,0,2,1,0,0,0,1,0
0,0,0,1,0,0,1,0.3293532338308458,0.03020219233603538,1,0,1,0,1,0,0,1,0
0,0,1,1,0,2,0,0.5756218905472636,0.12145357406042742,5,0,1,0,1,1,0,0,0
0,1,1,1,0,2,1,0.8089552238805969,0.7677781871775977,4,2,2,0,1,0,0,1,0
0,0,0,1,0,0,1,0.5885572139303483,0.023736873618275613,4,0,1,0,1,0,0,1,0
0,0,0,1,0,0,1,0.4119402985074626,0.07357106669123067,2,0,1,0,1,0,0,0,1
0,0,0,1,1,0,1,0.8467661691542289,0.09756125644804717,4,0,2,1,0,1,0,0,0
1,1,0,1,1,0,1,0.7487562189054726,0.3420689019896832,3,1,2,0,1,0,0,1,0
0,0,0,1,0,0,0,0.019900497512437804,0.021433999631540166,0,0,0,1,0,0,0,0,1
0,0,0,1,0,1,1,0.5611940298507463,0.11125759948415624,1,0,2,1,0,0,0,0,1
0,0,0,1,1,0,1,0.8771144278606965,0.46525538872512906,4,1,2,0,1,0,0,1,0
0,0,0,1,0,0,0,0.5218905472636816,0.01487656595431098,0,0,2,0,1,0,0,0,1
0,1,0,1,0,0,1,0.6527363184079601,0.3079115235814297,2,1,2,1,0,1,0,0,0
0,0,0,0,0,0,1,0.2691542288557213,0.005216009579955785,2,0,1,0,1,0,0,0,1
0,1,0,1,0,1,1,0.01741293532338306,0.04795159358879882,0,0,0,1,0,0,0,0,1
1,1,0,1,1,0,1,0.7592039800995024,0.3875046057479735,3,1,2,0,1,0,0,1,0
0,1,1,0,0,1,1,0.399502487562189,0.473603306927045,5,2,1,1,0,1,0,0,0
0,0,0,1,0,1,1,0.8696517412935324,0.05111228813559322,5,0,2,1,0,0,0,1,0
0,1,0,1,1,2,1,0.9318407960199006,0.9293305545320562,5,2,2,0,1,0,1,0,0
0,1,0,0,0,1,1,0.1975124378109453,0.11173544583640385,2,1,1,0,1,0,1,0,0
1,0,0,1,0,0,1,0.5313432835820896,0.008250046057479737,0,0,2,0,1,0,0,1,0
0,0,0,0,0,0,1,0.17114427860696518,0.004081844141488579,1,0,1,0,1,0,0,1,0
0,0,0,1,0,0,1,0.5164179104477612,0.02236090641120118,0,0,2,1,0,0,0,1,0
0,0,1,1,0,0,0,0.2761194029850746,0.02552735814296242,0,0,1,1,0,0,0,0,1
0,1,1,1,1,0,1,0.5577114427860697,0.462687684229919,0,2,2,0,1,0,0,1,0
0,0,0,1,1,0,1,0.5562189054726369,0.09347365512159175,0,0,2,0,1,0,0,0,1
0,1,1,1,1,1,0,0.7940298507462686,0.35488439572586594,3,1,2,0,1,1,0,0,0
0,0,0,1,0,0,0,0.5199004975124378,0.008117630803242447,0,0,2,1,0,0,0,1,0
1,0,0,1,0,1,0,0.023880597014925342,0.03806650700073693,0,0,0,1,0,0,0,0,1
0,1,0,0,0,0,1,0.31492537313432833,0.3203758290346353,4,2,1,1,0,1,0,0,0
0,0,1,1,1,1,1,0.854726368159204,0.14958317980840088,4,0,2,1,0,0,1,0,0
0,1,1,0,0,0,1,0.1129353233830846,0.03989153463522477,1,0,1,1,0,0,0,1,0
0,0,0,0,0,2,0,0.2552238805970149,0.35662306558585116,3,2,1,0,1,0,0,1,0
1,0,0,1,1,2,1,0.8870646766169153,0.8922197402358144,5,2,2,1,0,1,0,0,0
0,0,0,1,1,1,0,0.5019900497512438,0.4687442428150332,3,2,1,1,0,1,0,0,0
0,0,0,1,0,0,0,0.011442786069651711,0.007029522844509949,0,0,0,1,0,0,0,0,1
0,1,1,1,1,2,1,0.5696517412935324,0.6021382184966839,3,2,1,1,0,0,0,1,0
0,0,0,1,0,1,1,0.018905472636815884,0.018849023581429626,0,0,0,0,1,0,0,0,1
1,0,0,1,1,0,1,0.763681592039801,0.28753684598378776,3,1,2,1,0,0,0,1,0
0,1,1,1,1,0,1,0.5427860696517413,0.10708939756816507,4,0,1,0,1,0,0,1,0
0,1,1,1,0,2,0,0.6427860696517412,0.6651218220338984,5,2,1,0,1,1,0,0,0
1,0,0,1,1,0,1,0.5184079601990049,0.3977754237288136,3,2,1,0,1,1,0,0,0
0,0,0,1,1,0,1,0.4761194029850746,0.2201720246868092,2,1,1,1,0,0,0,1,0
0,1,1,1,0,2,1,0.014427860696517386,0.030357636330140016,0,0,0,1,0,0,0,0,1
0,0,0,1,0,0,1,0.01741293532338306,0.007104366249078852,0,0,0,1,0,0,0,0,1
0,0,0,1,1,0,1,0.9577114427860697,0.5213073415622698,6,1,2,1,0,1,0,0,0
1,0,0,1,0,0,0,0.5681592039800994,0.03148028739867355,1,0,2,0,1,0,0,1,0
0,0,0,1,0,2,0,0.018905472636815884,0.11318049926308034,0,1,0,0,1,0,1,0,0
0,1,1,1,1,2,0,0.07213930348258707,0.07260961680176863,0,1,0,0,1,0,1,0,0
0,0,1,1,1,1,1,0.8512437810945274,0.39964075165806934,4,1,2,0,1,0,0,1,0
0,1,0,1,0,2,0,0.6601990049751243,0.6570329771554901,3,2,2,0,1,1,0,0,0
0,1,1,1,1,2,1,0.07313432835820893,0.1926814664701548,0,2,0,1,0,1,0,0,0
0,0,0,1,1,1,1,0.753731343283582,0.6629053058216655,2,2,2,1,0,1,0,0,0
0,0,0,1,1,1,1,0.5731343283582089,0.09838453389830511,3,0,1,1,0,0,0,0,1
0,1,1,0,0,2,0,0.4248756218905473,0.5237944454679441,5,2,1,0,1,1,0,0,0
0,1,1,1,1,0,1,0.8089552238805969,0.3689952560795874,3,1,2,0,1,0,1,0,0
0,0,1,0,0,1,1,0.22288557213930343,0.11175271739130435,2,1,1,0,1,0,1,0,0
0,1,0,1,1,0,0,0.381592039800995,0.273938375092115,1,1,1,1,0,0,1,0,0
0,1,0,1,0,1,1,0.8577114427860696,0.4792338338246132,5,1,2,1,0,1,0,0,0
0,1,0,1,0,0,0,0.5144278606965175,0.038014692336035376,0,0,2,1,0,0,0,1,0
0,0,0,0,0,1,1,0.17412935323383083,0.28696688467207077,2,2,1,0,1,1,0,0,0
0,1,0,1,0,0,0,0.01741293532338306,0.005716884672070745,0,0,0,0,1,1,0,0,0
0,1,1,1,0,1,0,0.019402985074626844,0.12299074244657335,0,2,0,0,1,0,1,0,0
0,1,1,1,1,2,0,0.7124378109452736,0.7556765843773029,6,2,1,0,1,0,1,0,0
0,1,1,1,1,0,1,0.8865671641791043,0.5894148397199706,4,1,2,0,1,1,0,0,0
0,1,1,0,0,2,1,0.41542288557213924,0.3187926031687547,5,1,1,1,0,0,1,0,0
0,0,0,1,0,1,1,0.4044776119402985,0.32390498341930735,3,1,1,1,0,0,0,0,1
0,1,0,1,0,0,1,0.36716417910447763,0.42294007921886523,2,2,1,1,0,0,0,0,1
0,1,1,1,0,2,1,0.8174129353233831,0.4955381816507001,4,1,2,1,0,0,0,1,0
0,1,1,1,0,0,0,0.8442786069651741,0.1117412030213707,4,0,2,0,1,0,0,1,0
0,1,0,1,1,1,1,0.9905472636815921,1.0,6,2,2,0,1,1,0,0,0
0,1,0,1,0,2,1,0.6104477611940298,0.6351096168017687,5,2,1,1,0,1,0,0,0
0,1,1,1,1,0,1,0.8114427860696517,0.5610319178334562,3,2,2,0,1,0,0,1,0
0,1,0,1,1,2,1,0.7134328358208956,0.6879030029476788,2,2,2,1,0,1,0,0,0
0,0,0,1,1,0,1,0.7114427860696517,0.06363416543846721,2,0,2,1,0,0,0,1,0
0,1,0,1,1,2,0,0.8248756218905472,0.6986228813559323,3,2,2,0,1,0,1,0,0
0,0,0,1,0,1,0,0.6333333333333334,0.37073392593957266,2,1,2,0,1,0,0,1,0
0,0,0,1,0,1,0,0.5577114427860697,0.21460482682387622,5,1,1,1,0,0,0,0,1
0,1,1,1,1,2,1,0.4716417910447761,0.41068303242446574,3,2,1,0,1,0,1,0,0
1,1,0,1,1,2,1,0.735820895522388,0.7454921241709654,6,2,1,1,0,1,0,0,0
0,1,1,1,0,2,0,0.02238805970149252,0.033455001842299194,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,1,0.599502487562189,0.06575280950626382,5,0,1,1,0,0,0,1,0
0,1,1,1,1,0,1,0.40049751243781095,0.025890060795873252,2,0,1,1,0,0,0,0,1
0,1,0,1,0,0,1,0.6840796019900497,0.2130906871775977,2,0,2,0,1,1,0,0,0
0,0,0,0,0,0,0,0.06616915422885569,0.05825695467943995,0,0,1,1,0,0,1,0,0
0,0,0,1,1,0,1,0.799502487562189,0.3377394988946205,3,1,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0.5014925373134329,0.00790461495946942,0,0,2,1,0,0,0,1,0
0,0,0,1,0,0,1,0.013930348258706454,0.007777956890198969,0,0,0,0,1,0,0,0,1
0,1,1,1,1,2,0,0.06616915422885569,0.2140751658069271,0,2,0,1,0,0,0,0,1
1,1,0,1,1,2,1,0.6213930348258706,0.6535556374355196,1,2,2,1,0,0,1,0,0
0,1,0,1,0,0,1,0.6671641791044776,0.4948818625644805,2,2,2,0,1,0,1,0,0
0,0,0,1,0,1,0,0.00547263681592039,0.03214812085482683,0,0,0,0,1,0,0,0,1
0,0,1,1,1,2,1,0.06716417910447761,0.1725255619012528,0,2,0,1,0,0,1,0,0
0,1,1,1,1,0,1,0.8507462686567163,0.6874021278555639,4,2,2,0,1,1,0,0,0
0,0,1,1,0,0,0,0.2562189054726368,0.07591999815770083,0,0,1,0,1,0,0,0,1
0,0,0,1,0,0,1,0.019900497512437804,0.002331659911569639,0,0,0,0,1,0,0,0,1
0,1,1,1,0,2,0,0.019402985074626844,0.15849530213706708,0,2,0,0,1,1,0,0,0
0,0,0,1,0,2,0,0.48009950248756217,0.3181132553426677,3,1,1,1,0,0,1,0,0
0,0,0,1,1,0,1,0.664179104477612,0.009787214443625646,1,0,2,1,0,0,0,1,0
0,1,1,1,0,2,1,0.618407960199005,0.6583744012527636,5,2,1,1,0,1,0,0,0
1,0,0,1,1,0,1,0.8129353233830846,0.36692266949152547,3,1,2,1,0,0,0,1,0
0,0,0,1,0,2,0,0.01691542288557213,0.028054762343404573,0,0,0,0,1,0,0,0,1
0,0,0,1,1,0,1,0.800497512437811,0.11206360537951365,3,0,2,1,0,0,0,1,0
0,0,0,1,0,0,1,0.31492537313432833,0.005745670596904938,1,0,1,1,0,0,0,1,0
0,1,1,1,1,2,1,0.7218905472636815,0.7366433308769346,6,2,1,0,1,0,1,0,0
0,0,0,1,1,0,1,0.553233830845771,0.05886721628592484,0,0,2,1,0,0,0,1,0
0,1,1,1,1,2,1,0.057213930348258696,0.19163365880619015,0,2,0,0,1,1,0,0,0
1,1,0,0,0,0,1,0.20945273631840794,0.188536293294031,2,1,1,1,0,0,0,1,0
0,0,1,1,1,0,1,0.7407960199004975,0.17926146831245396,3,0,2,1,0,0,1,0,0
0,1,1,1,1,2,1,0.6084577114427862,0.5839973286661754,4,2,1,1,0,1,0,0,0
0,0,0,0,0,1,1,0.1527363184079602,0.0501393238761975,2,0,1,1,0,0,0,0,1
1,0,0,1,0,0,1,0.2577114427860696,0.010668063743551955,0,0,1,0,1,0,0,1,0
0,0,0,1,1,0,1,0.36019900497512436,0.12980724944731026,1,0,1,0,1,0,0,1,0
0,0,0,1,0,0,1,0.31044776119402984,0.03622420781134857,1,0,1,1,0,0,0,1,0
0,0,0,1,0,0,0,0.31940298507462683,0.16250806005895357,1,1,1,0,1,0,0,0,1
0,1,1,1,1,1,0,0.05820895522388059,0.008417004421518055,0,0,0,0,1,0,1,0,0
1,1,0,1,1,0,1,0.7134328358208956,0.7073450165806927,2,2,2,0,1,0,0,1,0
0,0,0,1,0,0,0,0.01641791044776117,0.06926469233603538,0,1,0,1,0,1,0,0,0
0,1,1,1,1,1,0,0.7094527363184079,0.6953009856300665,3,2,2,0,1,0,0,1,0
0,0,0,1,0,0,1,0.5159203980099502,0.008071573323507738,0,0,2,1,0,0,0,1,0
0,1,1,1,0,0,0,0.372636815920398,0.3606070375829035,2,2,1,1,0,0,0,1,0
0,0,0,1,0,0,1,0.800497512437811,0.03381194731024319,4,0,2,0,1,0,0,1,0
1,1,0,1,1,0,1,0.6646766169154228,0.1601821573323508,1,0,2,0,1,0,1,0,0
0,0,0,1,1,0,1,0.7522388059701491,0.01080623618275608,2,0,2,1,0,0,0,1,0
1,0,0,1,1,1,1,0.8721393034825872,0.8661051492262345,4,2,2,1,0,0,0,1,0
0,1,0,1,0,2,0,0.01641791044776117,0.1278152634487841,0,2,0,0,1,0,1,0,0
0,1,0,1,1,0,1,0.6194029850746269,0.15393561164333092,1,0,2,0,1,1,0,0,0
0,0,0,1,1,0,1,0.30995024875621885,0.01226856116433309,0,0,1,1,0,0,0,1,0
0,1,1,1,0,2,0,0.023383084577114438,0.1480747973470892,0,2,0,1,0,0,0,0,1
0,0,0,1,1,0,1,0.827860696517413,0.011681328297715551,3,0,2,0,1,0,0,1,0
0,0,0,1,0,0,1,0.015920398009950265,0.0022856024318349305,0,0,0,0,1,0,0,1,0
0,0,0,1,0,0,0,0.5169154228855721,0.08751496868091378,0,0,2,0,1,0,0,1,0
0,0,0,1,0,2,1,0.012935323383084563,0.1403198691967576,0,2,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0.024378109452736302,0.009643284819454681,0,0,0,0,1,0,1,0,0
0,0,0,1,1,2,1,0.8930348258706468,0.6633025515843773,5,2,2,0,1,0,1,0,0
0,0,0,1,0,0,0,0.014427860696517386,0.020806466470154755,0,0,0,0,1,0,1,0,0
1,1,0,0,0,0,1,0.15970149253731342,0.06645518607221813,2,0,1,0,1,0,1,0,0
0,1,1,1,0,2,0,0.01641791044776117,0.14883474576271188,0,2,0,0,1,0,0,0,1
1,0,0,1,0,0,1,0.7263681592039801,0.27079495210022114,2,1,2,1,0,0,0,1,0
0,1,1,1,1,2,0,0.817910447761194,0.8243943441414887,4,2,2,1,0,0,0,1,0
0,1,1,1,0,0,1,0.41393034825870645,0.26960897199705236,2,1,1,1,0,0,0,0,1
0,1,1,1,0,0,0,0.011940298507462671,0.002239544952100221,0,0,0,1,0,0,0,1,0
0,1,1,1,1,2,1,0.9781094527363184,0.938685980103169,6,2,2,0,1,0,1,0,0
0,0,0,1,0,1,0,0.01691542288557213,0.007852800294767872,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,1,0.2582089552238806,0.046443211127487116,0,0,1,1,0,1,0,0,0
0,0,0,0,0,0,1,0.2199004975124378,0.1931938559322034,2,1,1,1,0,0,0,1,0
0,0,1,0,0,2,0,0.3472636815920398,0.136238025055269,5,0,1,1,0,0,0,0,1
0,1,0,1,1,0,1,0.7567164179104477,0.2243402266028003,2,0,2,1,0,0,0,1,0
0,0,0,1,0,0,0,0.5144278606965175,0.008054301768607223,0,0,2,0,1,0,0,1,0
0,0,0,1,0,0,0,0.46616915422885563,0.2977616064848932,3,1,1,1,0,0,0,0,1
0,1,1,1,1,0,1,0.6761194029850747,0.5209158529845248,5,2,1,1,0,0,0,1,0
0,1,1,1,0,2,1,0.8243781094527362,0.805407148120855,5,2,2,0,1,0,1,0,0
0,0,0,1,0,0,0,0.2577114427860696,0.005083594325718498,0,0,1,1,0,1,0,0,0
0,1,0,1,1,2,0,0.6124378109452736,0.5796391396462787,4,2,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0.31741293532338305,0.005774456521739131,1,0,1,1,0,0,0,1,0
0,1,0,1,1,2,1,0.9208955223880596,0.8697494473102434,5,2,2,1,0,1,0,0,0
0,1,0,1,0,1,1,0.02288557213930348,0.14415991156963892,0,2,0,0,1,0,1,0,0
0,1,0,1,0,2,1,0.021393034825870627,0.1628650055268976,0,2,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0.018905472636815884,0.007881586219602065,0,0,0,1,0,0,1,0,0
1,0,0,1,1,0,1,0.8243781094527362,0.43110376750184237,3,1,2,0,1,0,0,1,0
1,1,0,1,0,0,1,0.6656716417910448,0.42263494841562277,3,1,2,1,0,0,0,1,0
0,0,0,1,0,2,1,0.02487562189054726,0.057502763448784085,0,1,0,0,1,0,0,0,1
0,0,0,1,1,0,1,0.564179104477612,0.21128293109801036,0,1,2,1,0,1,0,0,0
0,0,0,1,0,0,1,0.019402985074626844,0.0023259027266028004,0,0,0,0,1,0,0,0,1
0,1,0,1,0,0,1,0.020398009950248763,0.002337417096536478,0,0,0,1,0,1,0,0,0
0,1,0,1,0,0,0,0.2651741293532338,0.09668040714812087,0,0,1,1,0,0,0,0,1
0,0,0,1,1,2,0,0.9049751243781096,0.9071366064848932,5,2,2,0,1,1,0,0,0
0,1,0,1,1,2,1,0.8238805970149253,0.6875518146647016,3,2,2,1,0,1,0,0,0
0,1,1,1,1,0,1,0.7661691542288557,0.38160349115696396,2,1,2,1,0,0,0,1,0
1,0,0,1,0,0,0,0.2562189054726368,0.005066322770817981,0,0,1,0,1,0,0,1,0
1,1,0,1,1,1,0,0.41542288557213924,0.3818280213706706,2,2,1,0,1,0,1,0,0
0,1,1,1,0,2,0,0.018905472636815884,0.15400469786293297,0,2,0,1,0,1,0,0,0
1,1,0,0,0,0,1,0.06517412935323383,0.0028555637435519533,0,0,1,1,0,0,0,1,0
0,0,0,1,0,0,1,0.8258706467661691,0.16779315585851146,4,0,2,1,0,0,0,1,0
0,0,0,1,0,1,0,0.6313432835820896,0.2547611919675756,5,1,1,0,1,0,0,1,0
0,0,0,1,0,1,0,0.014427860696517386,0.15446527266028004,0,2,0,1,0,1,0,0,0
1,1,0,1,1,0,0,0.854726368159204,0.5176457719233604,4,1,2,1,0,0,0,1,0
0,1,0,1,1,2,1,0.061691542288557194,0.1936256448047163,0,2,0,1,0,0,1,0,0
0,0,0,1,1,0,0,0.30597014925373134,0.1486908161385409,0,1,1,0,1,0,0,0,1
0,1,1,1,0,2,1,0.015920398009950265,0.01688006632277082,0,0,0,1,0,0,0,0,1
0,1,1,1,0,0,0,0.023880597014925342,0.018302091009579958,0,0,0,1,0,0,0,0,1
0,0,1,0,0,0,1,0.06417910447761191,0.002844049373618276,0,0,1,0,1,0,0,1,0
1,0,0,1,1,0,1,0.7109452736318408,0.25188259948415626,2,1,2,1,0,0,0,1,0
0,1,1,1,1,2,1,0.9706467661691541,0.9760155674281504,6,2,2,1,0,1,0,0,0
0,0,0,1,1,0,1,0.92636815920398,0.7507081337509213,5,2,2,0,1,0,0,1,0
0,1,0,1,0,1,0,0.4791044776119403,0.45576179071481215,4,2,1,0,1,0,1,0,0
0,0,0,1,0,2,0,0.020398009950248763,0.13028509579955785,0,2,0,0,1,0,1,0,0
0,0,0,1,0,0,1,0.827363184079602,0.3619714904200443,4,1,2,0,1,0,0,1,0
0,1,1,1,0,2,0,0.9059701492537312,0.8961461403831984,6,2,2,0,1,0,1,0,0
0,1,0,1,0,1,1,0.025870646766169153,0.15284174649963156,0,2,0,1,0,1,0,0,0
0,0,0,1,1,1,0,0.681592039800995,0.16238140198968315,2,0,2,0,1,0,0,1,0
0,1,1,1,1,1,1,0.7094527363184079,0.40006102616064854,3,1,2,1,0,0,0,1,0
0,1,1,1,0,2,0,0.5666666666666667,0.37471789793662497,4,1,1,1,0,1,0,0,0
0,1,1,1,0,0,0,0.009452736318407956,0.002210759027266028,0,0,0,0,1,0,0,0,1
1,0,0,0,0,1,1,0.3800995024875622,0.4588879421518055,4,2,1,0,1,0,0,1,0
0,1,1,1,0,2,0,0.010447761194029848,0.08893699336772293,0,1,0,1,0,1,0,0,0
1,0,1,1,1,0,1,0.8666666666666666,0.3989786753868829,4,1,2,1,0,1,0,0,0
0,1,1,0,0,2,0,0.16268656716417912,0.09366364222549745,2,0,1,1,0,0,0,0,1
0,0,1,1,0,1,1,0.4253731343283582,0.37802252210759035,3,2,1,0,1,0,0,1,0
0,1,1,1,1,0,0,0.4592039800995025,0.20750621775976422,2,1,1,0,1,0,0,1,0
0,1,0,1,1,0,0,0.7517412935323382,0.347676400147384,3,1,2,0,1,0,0,1,0
0,0,0,1,0,1,1,0.012935323383084563,0.09665162122328667,0,1,0,0,1,0,0,0,1
0,1,1,1,0,0,0,0.4114427860696518,0.3420113301400148,3,2,1,0,1,0,1,0,0
0,1,1,1,0,2,0,0.027363184079601977,0.17199590088430364,0,2,0,0,1,1,0,0,0
0,1,1,1,0,2,0,0.013930348258706454,0.05698461680176861,0,1,0,1,0,0,1,0,0
0,1,1,1,1,0,0,0.6701492537313432,0.2151344878408254,1,0,2,1,0,0,0,1,0
0,0,0,1,1,0,0,0.36019900497512436,0.4246211772291821,1,2,1,1,0,0,0,0,1
1,0,0,1,0,0,1,0.5074626865671642,0.007973701179071483,0,0,2,1,0,0,0,1,0
0,1,0,1,0,1,0,0.01840796019900498,0.06147522107590273,0,0,0,0,1,0,0,0,1
0,1,1,1,1,0,1,0.7019900497512437,0.38464328481945476,2,1,2,1,0,0,0,1,0
0,1,1,1,0,1,1,0.01243781094527363,0.03131908621960207,0,0,0,1,0,0,0,0,1
0,1,1,1,0,2,1,0.01741293532338306,0.10206337509211497,0,1,0,1,0,1,0,0,0
0,0,0,1,1,1,1,0.6567164179104478,0.5284923084008845,2,2,2,1,0,0,1,0,0
0,0,0,1,0,0,0,0.3820895522388059,0.07540185151068535,2,0,1,0,1,0,0,0,1
0,0,0,1,0,2,1,0.8099502487562189,0.48594671149594704,4,1,2,0,1,0,1,0,0
1,0,0,1,0,0,1,0.4159203980099502,0.1423348839351511,2,0,1,0,1,1,0,0,0
0,0,0,1,0,0,0,0.01641791044776117,0.0022913596168017687,0,0,0,1,0,1,0,0,0
0,1,1,1,1,1,1,0.5572139303482587,0.5595120210022109,0,2,2,1,0,1,0,0,0
0,1,1,0,0,2,0,0.40199004975124375,0.4772994196757554,5,2,1,1,0,0,0,0,1
0,0,0,1,0,0,1,0.7950248756218906,0.06533829218865145,5,0,2,1,0,1,0,0,0
0,0,0,0,0,0,1,0.2641791044776119,0.2423256724392042,3,1,1,1,0,0,0,1,0
1,1,0,1,0,2,1,0.6706467661691543,0.5555050202652911,6,2,1,0,1,1,0,0,0
0,0,0,1,0,2,1,0.8696517412935324,0.7881010501105381,5,2,2,0,1,1,0,0,0
0,1,1,1,0,1,1,0.02238805970149252,0.09960505711127488,0,1,0,0,1,1,0,0,0
0,0,0,1,0,0,1,0.6611940298507463,0.09580531503316139,2,0,2,1,0,0,0,0,1
0,0,0,1,0,0,1,0.7164179104477612,0.3172611919675756,2,1,2,0,1,0,0,1,0
0,0,1,1,1,0,0,0.7323383084577114,0.029597687914517324,2,0,2,0,1,0,0,1,0
0,1,1,0,0,1,1,0.3771144278606965,0.3337958271923361,4,2,1,1,0,0,0,1,0
0,1,1,1,1,2,1,0.717412935323383,0.7557341562269714,3,2,2,1,0,1,0,0,0
0,1,0,1,1,0,1,0.8154228855721393,0.04838338246131172,3,0,2,0,1,0,0,1,0
0,0,0,1,0,0,0,0.02288557213930348,0.011065309506263818,0,0,0,1,0,0,1,0,0
0,1,1,1,0,2,1,0.7656716417910447,0.7682042188651438,3,2,2,0,1,0,1,0,0
0,0,0,1,1,0,1,0.44577114427860687,0.12286408437730288,1,0,1,1,0,1,0,0,0
0,1,0,1,1,0,1,0.7711442786069651,0.6612587509211496,3,2,2,0,1,0,0,1,0
0,0,0,1,0,1,0,0.4099502487562189,0.17352155490051588,2,1,1,0,1,0,1,0,0
0,1,1,1,0,0,0,0.01741293532338306,0.04808976602800295,0,0,0,1,0,0,0,1,0
0,0,0,1,0,0,1,0.5164179104477612,0.10209791820191601,0,0,2,1,0,0,0,0,1
0,0,1,1,0,0,1,0.5437810945273632,0.07500460574797348,4,0,1,1,0,0,0,0,1
1,1,1,1,1,1,1,0.8875621890547264,0.8114752210759029,4,2,2,1,0,0,0,1,0
0,0,0,1,0,2,0,0.010447761194029848,0.16290530582166546,0,2,0,0,1,1,0,0,0
1,0,0,1,0,0,1,0.5587064676616916,0.12369887619749448,1,0,2,0,1,0,0,1,0
0,0,0,1,1,1,1,0.9636815920398009,0.8052747328666177,6,2,2,1,0,0,0,0,1
0,1,0,1,0,2,0,0.021393034825870627,0.08560934045689021,0,1,0,0,1,1,0,0,0
0,0,0,0,0,0,1,0.06965174129353235,0.021451271186440683,0,0,1,0,1,0,1,0,0
0,0,1,1,0,1,1,0.01691542288557213,0.025274042004421522,0,0,0,0,1,1,0,0,0
0,1,1,1,1,1,1,0.7273631840796019,0.6637688835666913,2,2,2,0,1,0,0,1,0
0,1,0,1,1,0,1,0.6298507462686567,0.5790634211495947,1,2,2,1,0,1,0,0,0
0,1,0,1,1,1,1,0.5203980099502488,0.3938490235814297,3,1,1,0,1,0,1,0,0
0,1,0,1,0,2,1,0.8139303482587064,0.6948749539425204,4,2,2,1,0,0,0,0,1
1,1,1,0,0,0,1,0.1099502487562189,0.04097964259395726,1,0,1,1,0,0,0,0,1
0,1,1,1,1,1,1,0.5990049751243781,0.6141016488577746,5,2,1,1,0,0,0,1,0
1,0,0,1,1,0,1,0.6646766169154228,0.08595477155490053,1,0,2,0,1,0,0,1,0
1,0,0,1,0,0,1,0.4144278606965174,0.09077353537214446,2,0,1,0,1,0,0,1,0
0,0,0,0,0,0,1,0.3054726368159204,0.21656802689756818,4,1,1,0,1,0,1,0,0
0,0,0,1,0,0,0,0.36766169154228856,0.12183354826823876,2,0,1,0,1,0,1,0,0
